query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual	distinctDocs5	distinctDocs10	sameDocRuns10	axis	domain	type
q-023	0.8180	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.6333	0.3333	0.6525	5	10	10	multi-word-phrase		
q-024	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10	rare-technical-token		
q-025	0.0000	0.0000	0.0000	0.5000			0.0000	0.0000	0.0000	0.0000	0.0143	0.0000	0.9999	5	10	10	rare-technical-token		
q-026	0.4704	0.4000	0.4000	1.0000			1.0000	0.4000	0.2000	0.0000	0.3614	0.4000	0.7148	5	10	10	rare-technical-token		
q-027	0.1175	0.2500	1.0000	1.0000			0.1111	0.0000	0.1000	0.0000	0.1632	0.0000	0.9453	5	10	10	rare-technical-token		
q-028	0.1510	0.2500	0.7500	1.0000			0.2000	0.2000	0.1000	0.0000	0.2008	0.0000	0.8806	5	10	10	rare-technical-token		
q-029	0.2463	0.2500	0.5000	0.7500			0.5000	0.2000	0.1000	0.0000	0.1825	0.2500	0.8310	5	10	10	rare-technical-token		
q-030	0.9060	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.8056	0.6667	0.5696	5			rare-technical-token		
q-031	0.7487	1.0000	1.0000	1.0000			0.5000	0.6000	0.4000	1.0000	0.6458	0.7500	0.5441	5			rare-technical-token		
q-032	0.6131	0.5000	0.5000	1.0000			1.0000	0.2000	0.1000	0.0000	0.5385	0.5000	0.7992	5	10	10	rare-technical-token		
q-033	0.1815	0.3333	0.3333	0.6667			0.2000	0.2000	0.1000	0.0000	0.0792	0.0000	0.9181	5	10	10	synonym		
q-034	0.0000	0.0000	0.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0303	0.0000	0.9998	5	10	10	synonym		
q-035	0.0000	0.0000	1.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0909	0.0000	0.9785	5	10	10	synonym		
q-036	0.1934	0.5000	1.0000	1.0000			0.1250	0.0000	0.1000	0.0000	0.1339	0.0000	0.9471	5	10	10	synonym		
q-037	0.0000	0.0000	0.5000	0.5000			0.0000	0.0000	0.0000	0.0000	0.0357	0.0000	0.9890	5	10	10	synonym		
q-038	0.4693	0.3333	0.3333	0.3333			1.0000	0.2000	0.1000	0.0000	0.3333	0.3333	0.8000	5	10	10	synonym		
q-039	0.4162	0.6667	1.0000	1.0000			0.3333	0.4000	0.2000	0.0000	0.2944	0.3333	0.7872	5	10	10	domain-filtered	runner	
q-040	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10	domain-filtered	runner	
q-041	0.4693	0.3333	0.3333	1.0000			1.0000	0.2000	0.1000	0.0000	0.3672	0.3333	0.8000	5	10	10	domain-filtered	standards	
q-042	0.6364	0.6667	1.0000	1.0000			1.0000	0.2000	0.2000	0.0000	0.5278	0.3333	0.7173	5	10	10	domain-filtered	standards	
q-043	0.4693	0.3333	0.3333	1.0000			1.0000	0.2000	0.1000	0.0000	0.3538	0.3333	0.8000	5	10	10	domain-filtered	adr	
q-044	0.4693	0.3333	0.3333	1.0000			1.0000	0.2000	0.1000	0.0000	0.3628	0.3333	0.8000	5	10	10	domain-filtered	adr	
q-045	0.5927	0.8000	0.8000	1.0000			0.5000	0.4000	0.4000	0.0000	0.4117	0.4000	0.6365	5	10	10	production-shaped-long-form		
q-046	0.2522	0.3333	0.5000	0.8333			0.3333	0.2000	0.2000	0.0000	0.1709	0.1667	0.8024	5	10	10	production-shaped-long-form		
q-047	0.6341	0.6250	0.7500	1.0000			1.0000	0.6000	0.5000	0.0000	0.5265	0.6250	0.4866	5	10	10	production-shaped-long-form		
q-048	0.5104	0.3750	0.3750	0.3750			1.0000	0.6000	0.3000	0.0000	0.3250	0.3750	0.5581	5	10	10	production-shaped-long-form		
q-049	0.9747	1.0000	1.0000	1.0000			1.0000	0.8000	0.5000	1.0000	0.9267	0.8000	0.3645	5	10	10	production-shaped-long-form		
q-050	0.4856	0.3750	0.5000	0.7500			1.0000	0.4000	0.3000	0.0000	0.3737	0.2500	0.6027	5	10	10	production-shaped-long-form		
q-051	0.2051	0.1429	0.1429	0.2143			0.5000	0.2000	0.2000	0.0000	0.0602	0.1429	0.8055	5	10	10	multi-word-phrase		
q-052	0.1564	0.3333	0.3333	1.0000			0.1429	0.0000	0.1000	0.0000	0.1027	0.0000	0.9469	5	10	10	multi-word-phrase		
q-053	0.0000	0.0000	0.2500	0.2500			0.0000	0.0000	0.0000	0.0000	0.0235	0.0000	0.9818	5	10	10	multi-word-phrase		
q-054	0.5250	1.0000	1.0000	1.0000			0.3333	0.2000	0.2000	1.0000	0.3333	0.0000	0.8065	5	10	10	multi-word-phrase		
q-055	0.2087	0.3333	0.3333	1.0000			0.1667	0.0000	0.2000	0.0000	0.1584	0.1667	0.8809	5	10	10	multi-word-phrase		
q-056	0.2115	0.0938	0.3750	0.9688			0.1667	0.0000	0.3000	0.0000	0.4962	0.5938	0.7697	5	10	10	production-shaped-long-form		
q-057	0.2782	0.0536	0.0714	0.2143			0.3333	0.4000	0.3000	0.0000	0.0494	0.1429	0.7116	5	10	10	production-shaped-long-form		
q-058	0.4035	0.1250	0.1667	0.2917			1.0000	0.4000	0.3000	0.0000	0.1117	0.1667	0.6058	5	10	10	production-shaped-long-form		
q-059	0.4233	0.1111	0.2500	0.8056			1.0000	0.2000	0.4000	0.0000	0.3448	0.4167	0.6436	5	10	10	production-shaped-long-form		
q-060	0.4233	0.1111	0.2500	0.8056			1.0000	0.2000	0.4000	0.0000	0.3448	0.4167	0.6436	5	10	10	production-shaped-long-form		adr
