query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual
q-021	0.1301	0.2500	0.5000	0.7500			0.1429	0.0000	0.1000	0.0000	0.0722	0.0000	0.9440
q-022	0.6403	1.0000	1.0000	1.0000			0.5000	0.4000	0.4000	1.0000	0.4321	0.2500	0.6788
q-023	0.7929	1.0000	1.0000	1.0000			1.0000	0.2000	0.3000	1.0000	0.5873	0.3333	0.6820
q-024	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
q-025	0.0000	0.0000	0.0000	0.5000			0.0000	0.0000	0.0000	0.0000	0.0058	0.0000	1.0000
q-026	0.4522	0.4000	0.4000	0.8000			1.0000	0.2000	0.2000	0.0000	0.2868	0.2000	0.7476
q-027	0.0000	0.0000	0.5000	1.0000			0.0000	0.0000	0.0000	0.0000	0.1084	0.0000	0.9885
q-028	0.2519	0.5000	0.7500	1.0000			0.1667	0.0000	0.2000	0.0000	0.1770	0.0000	0.8998
q-029	0.3904	0.2500	0.2500	0.7500			1.0000	0.2000	0.1000	0.0000	0.2859	0.2500	0.7985
q-030	0.9060	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.8056	0.6667	0.5696
q-031	0.5148	0.7500	1.0000	1.0000			0.5000	0.4000	0.3000	0.0000	0.3917	0.2500	0.7073
q-032	0.6131	0.5000	0.5000	1.0000			1.0000	0.2000	0.1000	0.0000	0.5286	0.5000	0.7999
q-033	0.2346	0.3333	0.3333	0.3333			0.3333	0.2000	0.1000	0.0000	0.1111	0.3333	0.8720
q-034	0.0000	0.0000	0.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0256	0.0000	1.0000
q-035	0.0000	0.0000	1.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0588	0.0000	0.9944
q-036	0.0000	0.0000	1.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0911	0.0000	0.9827
q-037	0.0000	0.0000	0.0000	0.5000			0.0000	0.0000	0.0000	0.0000	0.0083	0.0000	1.0000
q-038	0.4693	0.3333	0.3333	0.3333			1.0000	0.2000	0.1000	0.0000	0.3333	0.3333	0.8000
q-039	0.3045	0.6667	0.6667	1.0000			0.1429	0.0000	0.2000	0.0000	0.1560	0.0000	0.9056
q-040	0.6309	1.0000	1.0000	1.0000			0.5000	0.2000	0.1000	1.0000	0.5000	0.0000	0.8400
q-041	0.2961	0.3333	0.3333	1.0000			0.5000	0.2000	0.1000	0.0000	0.1847	0.3333	0.8400
q-042	0.6173	0.6667	0.6667	1.0000			1.0000	0.2000	0.2000	0.0000	0.4643	0.3333	0.7558
q-043	0.2961	0.3333	0.3333	0.6667			0.5000	0.2000	0.1000	0.0000	0.1736	0.3333	0.8400
q-044	0.4693	0.3333	0.3333	1.0000			1.0000	0.2000	0.1000	0.0000	0.3648	0.3333	0.8000
q-045	0.4966	0.6000	0.8000	1.0000			0.5000	0.4000	0.3000	0.0000	0.3852	0.4000	0.6508
q-046	0.1513	0.1667	0.3333	0.6667			0.3333	0.2000	0.1000	0.0000	0.1035	0.1667	0.8505
q-047	0.5480	0.6250	0.7500	1.0000			0.5000	0.6000	0.5000	0.0000	0.4874	0.6250	0.5162
q-048	0.4695	0.3750	0.3750	0.5000			1.0000	0.4000	0.3000	0.0000	0.2765	0.3750	0.6065
q-049	0.9512	1.0000	1.0000	1.0000			1.0000	0.8000	0.5000	1.0000	0.8767	0.8000	0.3901
q-050	0.4125	0.2500	0.2500	0.7500			1.0000	0.4000	0.2000	0.0000	0.3070	0.2500	0.6374
q-051	0.1884	0.1429	0.1429	0.2143			0.3333	0.2000	0.2000	0.0000	0.0574	0.1429	0.8046
q-052	0.1672	0.3333	0.3333	1.0000			0.1667	0.0000	0.1000	0.0000	0.1080	0.0000	0.9340
q-053	0.0761	0.1250	0.2500	0.2500			0.1111	0.0000	0.1000	0.0000	0.0331	0.0000	0.9527
q-054	0.5110	1.0000	1.0000	1.0000			0.3333	0.2000	0.2000	1.0000	0.3095	0.0000	0.8196
q-055	0.1920	0.3333	0.3333	1.0000			0.1429	0.0000	0.2000	0.0000	0.1327	0.0000	0.9136
q-056	0.3511	0.1563	0.4375	0.9688			0.1667	0.0000	0.5000	0.0000	0.5865	0.6875	0.6775
q-057	0.2064	0.0536	0.0893	0.2143			0.1429	0.0000	0.3000	0.0000	0.0443	0.1429	0.8563
q-058	0.3590	0.0833	0.0833	0.1250			1.0000	0.4000	0.2000	0.0000	0.0852	0.0833	0.6400
q-059	0.2247	0.0833	0.1667	0.5556			0.2500	0.2000	0.3000	0.0000	0.1660	0.3333	0.8027
q-060	0.2247	0.0833	0.1667	0.5556			0.2500	0.2000	0.3000	0.0000	0.1660	0.3333	0.8027
